X;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1E: 3 N: 4;_SDV2 PI: ELEM-1E: 3 N: 1;_SDV2 PI: ELEM-1E: 3 N: 2;_SDV2 PI: ELEM-1E: 3 N: 3;_SDV2 PI: ELEM-1E: 3 N: 4;_SDV6 PI: ELEM-1E: 3 N: 1;_SDV6 PI: ELEM-1E: 3 N: 2;_SDV6 PI: ELEM-1E: 3 N: 3;_SDV6 PI: ELEM-1E: 3 N: 4;_SDV7 PI: ELEM-1E: 3 N: 1;_SDV7 PI: ELEM-1E: 3 N: 2;_SDV7 PI: ELEM-1E: 3 N: 3;_SDV7 PI: ELEM-1E: 3 N: 4;_SDV15 PI: ELEM-1E: 3 N: 1;_SDV15 PI: ELEM-1E: 3 N: 2;_SDV15 PI: ELEM-1E: 3 N: 3;_SDV15 PI: ELEM-1E: 3 N: 4;_SDV16 PI: ELEM-1E: 3 N: 1;_SDV16 PI: ELEM-1E: 3 N: 2;_SDV16 PI: ELEM-1E: 3 N: 3;_SDV16 PI: ELEM-1E: 3 N: 4;_RF:RF2 PI: ELEM-1 N: 1;_RF:RF2 PI: ELEM-1 N: 2;_RF:RF2 PI: ELEM-1 N: 3;_RF:RF2 PI: ELEM-1 N: 4;_U:U2 PI: ELEM-1N: 1;_U:U2 PI: ELEM-1N: 2;_U:U2 PI: ELEM-1N: 3;_U:U2 PI: ELEM-1N: 4
2.84E-01;7.12E-38;-7.12E-38;7.12E-38;-7.12E-38;-1.16E-10;0;1.16E-02;1.16E-02;1.32E-01;1.32E-01;1.32E-01;1.32E-01;3.08E-01;3.08E-01;3.08E-01;3.08E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.54E-01;-1.54E-01;1.54E-01;1.54E-01;1.54E-37;1.54E-37;1.16E-02;1.16E-02
2.85E-01;7.06E-38;-7.06E-38;7.06E-38;-7.06E-38;0;0;1.15E-02;1.15E-02;1.31E-01;1.31E-01;1.31E-01;1.31E-01;3.06E-01;3.06E-01;3.06E-01;3.06E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.53E-01;-1.53E-01;1.53E-01;1.53E-01;1.53E-37;1.53E-37;1.15E-02;1.15E-02
2.86E-01;6.99E-38;-6.99E-38;6.99E-38;-6.99E-38;1.16E-10;0;1.14E-02;1.14E-02;1.30E-01;1.30E-01;1.30E-01;1.30E-01;3.03E-01;3.03E-01;3.03E-01;3.03E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.51E-01;-1.51E-01;1.51E-01;1.51E-01;1.51E-37;1.51E-37;1.14E-02;1.14E-02
2.87E-01;6.93E-38;-6.93E-38;6.93E-38;-6.93E-38;1.16E-10;0;1.13E-02;1.13E-02;1.29E-01;1.29E-01;1.29E-01;1.29E-01;3.00E-01;3.00E-01;3.00E-01;3.00E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.50E-01;-1.50E-01;1.50E-01;1.50E-01;1.50E-37;1.50E-37;1.13E-02;1.13E-02
2.88E-01;6.87E-38;-6.87E-38;6.87E-38;-6.87E-38;0;0;1.12E-02;1.12E-02;1.28E-01;1.28E-01;1.28E-01;1.28E-01;2.98E-01;2.98E-01;2.98E-01;2.98E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.49E-01;-1.49E-01;1.49E-01;1.49E-01;1.49E-37;1.49E-37;1.12E-02;1.12E-02
2.89E-01;6.81E-38;-6.81E-38;6.81E-38;-6.81E-38;-1.16E-10;0;1.11E-02;1.11E-02;1.26E-01;1.26E-01;1.26E-01;1.26E-01;2.95E-01;2.95E-01;2.95E-01;2.95E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.47E-01;-1.47E-01;1.47E-01;1.47E-01;1.47E-37;1.47E-37;1.11E-02;1.11E-02
2.90E-01;6.75E-38;-6.75E-38;6.75E-38;-6.75E-38;-1.16E-10;0;1.10E-02;1.10E-02;1.25E-01;1.25E-01;1.25E-01;1.25E-01;2.92E-01;2.92E-01;2.92E-01;2.92E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.46E-01;-1.46E-01;1.46E-01;1.46E-01;1.46E-37;1.46E-37;1.10E-02;1.10E-02
2.91E-01;6.69E-38;-6.69E-38;6.69E-38;-6.69E-38;0;0;1.09E-02;1.09E-02;1.24E-01;1.24E-01;1.24E-01;1.24E-01;2.90E-01;2.90E-01;2.90E-01;2.90E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.45E-01;-1.45E-01;1.45E-01;1.45E-01;1.45E-37;1.45E-37;1.09E-02;1.09E-02
2.92E-01;6.63E-38;-6.63E-38;6.63E-38;-6.63E-38;1.16E-10;0;1.08E-02;1.08E-02;1.23E-01;1.23E-01;1.23E-01;1.23E-01;2.87E-01;2.87E-01;2.87E-01;2.87E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.44E-01;-1.44E-01;1.44E-01;1.44E-01;1.44E-37;1.44E-37;1.08E-02;1.08E-02
2.93E-01;6.56E-38;-6.56E-38;6.56E-38;-6.56E-38;1.16E-10;0;1.07E-02;1.07E-02;1.22E-01;1.22E-01;1.22E-01;1.22E-01;2.84E-01;2.84E-01;2.84E-01;2.84E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.42E-01;-1.42E-01;1.42E-01;1.42E-01;1.42E-37;1.42E-37;1.07E-02;1.07E-02
2.94E-01;6.50E-38;-6.50E-38;6.50E-38;-6.50E-38;0;0;1.06E-02;1.06E-02;1.21E-01;1.21E-01;1.21E-01;1.21E-01;2.82E-01;2.82E-01;2.82E-01;2.82E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.41E-01;-1.41E-01;1.41E-01;1.41E-01;1.41E-37;1.41E-37;1.06E-02;1.06E-02
2.95E-01;6.44E-38;-6.44E-38;6.44E-38;-6.44E-38;-1.16E-10;0;1.05E-02;1.05E-02;1.20E-01;1.20E-01;1.20E-01;1.20E-01;2.79E-01;2.79E-01;2.79E-01;2.79E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.40E-01;-1.40E-01;1.40E-01;1.40E-01;1.40E-37;1.40E-37;1.05E-02;1.05E-02
2.96E-01;6.38E-38;-6.38E-38;6.38E-38;-6.38E-38;-1.16E-10;0;1.04E-02;1.04E-02;1.18E-01;1.18E-01;1.18E-01;1.18E-01;2.76E-01;2.76E-01;2.76E-01;2.76E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.38E-01;-1.38E-01;1.38E-01;1.38E-01;1.38E-37;1.38E-37;1.04E-02;1.04E-02
2.97E-01;6.32E-38;-6.32E-38;6.32E-38;-6.32E-38;0;0;1.03E-02;1.03E-02;1.17E-01;1.17E-01;1.17E-01;1.17E-01;2.74E-01;2.74E-01;2.74E-01;2.74E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.37E-01;-1.37E-01;1.37E-01;1.37E-01;1.37E-37;1.37E-37;1.03E-02;1.03E-02
2.98E-01;6.26E-38;-6.26E-38;6.26E-38;-6.26E-38;4.66E-10;4.66E-10;1.02E-02;1.02E-02;1.16E-01;1.16E-01;1.16E-01;1.16E-01;2.71E-01;2.71E-01;2.71E-01;2.71E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.36E-01;-1.36E-01;1.36E-01;1.36E-01;1.36E-37;1.36E-37;1.02E-02;1.02E-02
2.99E-01;6.20E-38;-6.20E-38;6.20E-38;-6.20E-38;1.16E-10;0;1.01E-02;1.01E-02;1.15E-01;1.15E-01;1.15E-01;1.15E-01;2.68E-01;2.68E-01;2.68E-01;2.68E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.34E-01;-1.34E-01;1.34E-01;1.34E-01;1.34E-37;1.34E-37;1.01E-02;1.01E-02
3.00E-01;6.14E-38;-6.14E-38;6.14E-38;-6.14E-38;0;0;1.00E-02;1.00E-02;1.14E-01;1.14E-01;1.14E-01;1.14E-01;2.66E-01;2.66E-01;2.66E-01;2.66E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.33E-01;-1.33E-01;1.33E-01;1.33E-01;1.33E-37;1.33E-37;1.00E-02;1.00E-02
3.01E-01;6.07E-38;-6.07E-38;6.07E-38;-6.07E-38;1.16E-10;2.33E-10;9.90E-03;9.90E-03;1.13E-01;1.13E-01;1.13E-01;1.13E-01;2.63E-01;2.63E-01;2.63E-01;2.63E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.32E-01;-1.32E-01;1.32E-01;1.32E-01;1.32E-37;1.32E-37;9.90E-03;9.90E-03
3.02E-01;6.01E-38;-6.01E-38;6.01E-38;-6.01E-38;-1.16E-10;0;9.80E-03;9.80E-03;1.12E-01;1.12E-01;1.12E-01;1.12E-01;2.60E-01;2.60E-01;2.60E-01;2.60E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.30E-01;-1.30E-01;1.30E-01;1.30E-01;1.30E-37;1.30E-37;9.80E-03;9.80E-03
3.03E-01;5.95E-38;-5.95E-38;5.95E-38;-5.95E-38;2.33E-10;2.33E-10;9.70E-03;9.70E-03;1.10E-01;1.10E-01;1.10E-01;1.10E-01;2.58E-01;2.58E-01;2.58E-01;2.58E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.29E-01;-1.29E-01;1.29E-01;1.29E-01;1.29E-37;1.29E-37;9.70E-03;9.70E-03
3.04E-01;5.89E-38;-5.89E-38;5.89E-38;-5.89E-38;3.49E-10;2.33E-10;9.60E-03;9.60E-03;1.09E-01;1.09E-01;1.09E-01;1.09E-01;2.55E-01;2.55E-01;2.55E-01;2.55E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.28E-01;-1.28E-01;1.28E-01;1.28E-01;1.28E-37;1.28E-37;9.60E-03;9.60E-03
3.05E-01;5.83E-38;-5.83E-38;5.83E-38;-5.83E-38;1.16E-10;0;9.50E-03;9.50E-03;1.08E-01;1.08E-01;1.08E-01;1.08E-01;2.52E-01;2.52E-01;2.52E-01;2.52E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.26E-01;-1.26E-01;1.26E-01;1.26E-01;1.26E-37;1.26E-37;9.50E-03;9.50E-03
3.06E-01;5.77E-38;-5.77E-38;5.77E-38;-5.77E-38;2.33E-10;2.33E-10;9.40E-03;9.40E-03;1.07E-01;1.07E-01;1.07E-01;1.07E-01;2.50E-01;2.50E-01;2.50E-01;2.50E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.25E-01;-1.25E-01;1.25E-01;1.25E-01;1.25E-37;1.25E-37;9.40E-03;9.40E-03
3.07E-01;5.71E-38;-5.71E-38;5.71E-38;-5.71E-38;-1.16E-10;-2.33E-10;9.30E-03;9.30E-03;1.06E-01;1.06E-01;1.06E-01;1.06E-01;2.47E-01;2.47E-01;2.47E-01;2.47E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.24E-01;-1.24E-01;1.24E-01;1.24E-01;1.24E-37;1.24E-37;9.30E-03;9.30E-03
3.08E-01;5.64E-38;-5.64E-38;5.64E-38;-5.64E-38;-1.16E-10;0;9.20E-03;9.20E-03;1.05E-01;1.05E-01;1.05E-01;1.05E-01;2.44E-01;2.44E-01;2.44E-01;2.44E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.22E-01;-1.22E-01;1.22E-01;1.22E-01;1.22E-37;1.22E-37;9.20E-03;9.20E-03
3.09E-01;5.58E-38;-5.58E-38;5.58E-38;-5.58E-38;1.75E-10;2.33E-10;9.10E-03;9.10E-03;1.04E-01;1.04E-01;1.04E-01;1.04E-01;2.42E-01;2.42E-01;2.42E-01;2.42E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.21E-01;-1.21E-01;1.21E-01;1.21E-01;1.21E-37;1.21E-37;9.10E-03;9.10E-03
3.10E-01;5.52E-38;-5.52E-38;5.52E-38;-5.52E-38;5.82E-11;0;9.00E-03;9.00E-03;1.03E-01;1.03E-01;1.03E-01;1.03E-01;2.39E-01;2.39E-01;2.39E-01;2.39E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.20E-01;-1.20E-01;1.20E-01;1.20E-01;1.20E-37;1.20E-37;9.00E-03;9.00E-03
3.11E-01;5.46E-38;-5.46E-38;5.46E-38;-5.46E-38;1.16E-10;0;8.90E-03;8.90E-03;1.01E-01;1.01E-01;1.01E-01;1.01E-01;2.37E-01;2.37E-01;2.37E-01;2.37E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.18E-01;-1.18E-01;1.18E-01;1.18E-01;1.18E-37;1.18E-37;8.90E-03;8.90E-03
3.12E-01;5.40E-38;-5.40E-38;5.40E-38;-5.40E-38;1.75E-10;2.33E-10;8.80E-03;8.80E-03;1.00E-01;1.00E-01;1.00E-01;1.00E-01;2.34E-01;2.34E-01;2.34E-01;2.34E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.17E-01;-1.17E-01;1.17E-01;1.17E-01;1.17E-37;1.17E-37;8.80E-03;8.80E-03
3.13E-01;5.34E-38;-5.34E-38;5.34E-38;-5.34E-38;1.16E-10;2.33E-10;8.70E-03;8.70E-03;9.91E-02;9.91E-02;9.91E-02;9.91E-02;2.31E-01;2.31E-01;2.31E-01;2.31E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.16E-01;-1.16E-01;1.16E-01;1.16E-01;1.16E-37;1.16E-37;8.70E-03;8.70E-03
3.14E-01;5.28E-38;-5.28E-38;5.28E-38;-5.28E-38;-5.82E-11;0;8.60E-03;8.60E-03;9.79E-02;9.79E-02;9.79E-02;9.79E-02;2.29E-01;2.29E-01;2.29E-01;2.29E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.14E-01;-1.14E-01;1.14E-01;1.14E-01;1.14E-37;1.14E-37;8.60E-03;8.60E-03
3.15E-01;5.21E-38;-5.21E-38;5.21E-38;-5.21E-38;2.33E-10;2.33E-10;8.50E-03;8.50E-03;9.68E-02;9.68E-02;9.68E-02;9.68E-02;2.26E-01;2.26E-01;2.26E-01;2.26E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.13E-01;-1.13E-01;1.13E-01;1.13E-01;1.13E-37;1.13E-37;8.50E-03;8.50E-03
3.16E-01;5.15E-38;-5.15E-38;5.15E-38;-5.15E-38;2.91E-10;2.33E-10;8.40E-03;8.40E-03;9.57E-02;9.57E-02;9.57E-02;9.57E-02;2.23E-01;2.23E-01;2.23E-01;2.23E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.12E-01;-1.12E-01;1.12E-01;1.12E-01;1.12E-37;1.12E-37;8.40E-03;8.40E-03
3.17E-01;5.09E-38;-5.09E-38;5.09E-38;-5.09E-38;1.75E-10;2.33E-10;8.30E-03;8.30E-03;9.45E-02;9.45E-02;9.45E-02;9.45E-02;2.21E-01;2.21E-01;2.21E-01;2.21E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.10E-01;-1.10E-01;1.10E-01;1.10E-01;1.10E-37;1.10E-37;8.30E-03;8.30E-03
3.18E-01;5.03E-38;-5.03E-38;5.03E-38;-5.03E-38;2.33E-10;2.33E-10;8.20E-03;8.20E-03;9.34E-02;9.34E-02;9.34E-02;9.34E-02;2.18E-01;2.18E-01;2.18E-01;2.18E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.09E-01;-1.09E-01;1.09E-01;1.09E-01;1.09E-37;1.09E-37;8.20E-03;8.20E-03
3.19E-01;4.97E-38;-4.97E-38;4.97E-38;-4.97E-38;2.91E-10;2.33E-10;8.10E-03;8.10E-03;9.23E-02;9.23E-02;9.23E-02;9.23E-02;2.15E-01;2.15E-01;2.15E-01;2.15E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.08E-01;-1.08E-01;1.08E-01;1.08E-01;1.08E-37;1.08E-37;8.10E-03;8.10E-03
3.20E-01;4.91E-38;-4.91E-38;4.91E-38;-4.91E-38;-5.82E-11;0;8.00E-03;8.00E-03;9.11E-02;9.11E-02;9.11E-02;9.11E-02;2.13E-01;2.13E-01;2.13E-01;2.13E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.06E-01;-1.06E-01;1.06E-01;1.06E-01;1.06E-37;1.06E-37;8.00E-03;8.00E-03
3.21E-01;4.85E-38;-4.85E-38;4.85E-38;-4.85E-38;0;0;7.90E-03;7.90E-03;9.00E-02;9.00E-02;9.00E-02;9.00E-02;2.10E-01;2.10E-01;2.10E-01;2.10E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.05E-01;-1.05E-01;1.05E-01;1.05E-01;1.05E-37;1.05E-37;7.90E-03;7.90E-03
3.22E-01;4.79E-38;-4.79E-38;4.79E-38;-4.79E-38;2.91E-10;2.33E-10;7.80E-03;7.80E-03;8.88E-02;8.88E-02;8.88E-02;8.88E-02;2.07E-01;2.07E-01;2.07E-01;2.07E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.04E-01;-1.04E-01;1.04E-01;1.04E-01;1.04E-37;1.04E-37;7.80E-03;7.80E-03
3.23E-01;4.72E-38;-4.72E-38;4.72E-38;-4.72E-38;1.75E-10;2.33E-10;7.70E-03;7.70E-03;8.77E-02;8.77E-02;8.77E-02;8.77E-02;2.05E-01;2.05E-01;2.05E-01;2.05E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.02E-01;-1.02E-01;1.02E-01;1.02E-01;1.02E-37;1.02E-37;7.70E-03;7.70E-03
3.24E-01;4.66E-38;-4.66E-38;4.66E-38;-4.66E-38;0;0;7.60E-03;7.60E-03;8.66E-02;8.66E-02;8.66E-02;8.66E-02;2.02E-01;2.02E-01;2.02E-01;2.02E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-1.01E-01;-1.01E-01;1.01E-01;1.01E-01;1.01E-37;1.01E-37;7.60E-03;7.60E-03
3.25E-01;4.60E-38;-4.60E-38;4.60E-38;-4.60E-38;2.91E-10;2.33E-10;7.50E-03;7.50E-03;8.54E-02;8.54E-02;8.54E-02;8.54E-02;1.99E-01;1.99E-01;1.99E-01;1.99E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.97E-02;-9.97E-02;9.97E-02;9.97E-02;9.97E-38;9.97E-38;7.50E-03;7.50E-03
3.26E-01;4.54E-38;-4.54E-38;4.54E-38;-4.54E-38;1.16E-10;2.33E-10;7.40E-03;7.40E-03;8.43E-02;8.43E-02;8.43E-02;8.43E-02;1.97E-01;1.97E-01;1.97E-01;1.97E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.83E-02;-9.83E-02;9.83E-02;9.83E-02;9.83E-38;9.83E-38;7.40E-03;7.40E-03
3.27E-01;4.48E-38;-4.48E-38;4.48E-38;-4.48E-38;0;0;7.30E-03;7.30E-03;8.31E-02;8.31E-02;8.31E-02;8.31E-02;1.94E-01;1.94E-01;1.94E-01;1.94E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.70E-02;-9.70E-02;9.70E-02;9.70E-02;9.70E-38;9.70E-38;7.30E-03;7.30E-03
3.28E-01;4.42E-38;-4.42E-38;4.42E-38;-4.42E-38;2.91E-10;2.33E-10;7.20E-03;7.20E-03;8.20E-02;8.20E-02;8.20E-02;8.20E-02;1.91E-01;1.91E-01;1.91E-01;1.91E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.57E-02;-9.57E-02;9.57E-02;9.57E-02;9.57E-38;9.57E-38;7.20E-03;7.20E-03
3.29E-01;4.36E-38;-4.36E-38;4.36E-38;-4.36E-38;3.49E-10;2.33E-10;7.10E-03;7.10E-03;8.09E-02;8.09E-02;8.09E-02;8.09E-02;1.89E-01;1.89E-01;1.89E-01;1.89E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.43E-02;-9.43E-02;9.43E-02;9.43E-02;9.43E-38;9.43E-38;7.10E-03;7.10E-03
3.30E-01;4.29E-38;-4.29E-38;4.29E-38;-4.29E-38;0;0;7.00E-03;7.00E-03;7.97E-02;7.97E-02;7.97E-02;7.97E-02;1.86E-01;1.86E-01;1.86E-01;1.86E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.30E-02;-9.30E-02;9.30E-02;9.30E-02;9.30E-38;9.30E-38;7.00E-03;7.00E-03
3.31E-01;4.23E-38;-4.23E-38;4.23E-38;-4.23E-38;2.91E-10;2.33E-10;6.90E-03;6.90E-03;7.86E-02;7.86E-02;7.86E-02;7.86E-02;1.83E-01;1.83E-01;1.83E-01;1.83E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.17E-02;-9.17E-02;9.17E-02;9.17E-02;9.17E-38;9.17E-38;6.90E-03;6.90E-03
3.32E-01;4.17E-38;-4.17E-38;4.17E-38;-4.17E-38;1.16E-10;2.33E-10;6.80E-03;6.80E-03;7.74E-02;7.74E-02;7.74E-02;7.74E-02;1.81E-01;1.81E-01;1.81E-01;1.81E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-9.04E-02;-9.04E-02;9.04E-02;9.04E-02;9.04E-38;9.04E-38;6.80E-03;6.80E-03
3.33E-01;4.11E-38;-4.11E-38;4.11E-38;-4.11E-38;0;0;6.70E-03;6.70E-03;7.63E-02;7.63E-02;7.63E-02;7.63E-02;1.78E-01;1.78E-01;1.78E-01;1.78E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.90E-02;-8.90E-02;8.90E-02;8.90E-02;8.90E-38;8.90E-38;6.70E-03;6.70E-03
3.34E-01;4.05E-38;-4.05E-38;4.05E-38;-4.05E-38;5.82E-11;0;6.60E-03;6.60E-03;7.52E-02;7.52E-02;7.52E-02;7.52E-02;1.75E-01;1.75E-01;1.75E-01;1.75E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.77E-02;-8.77E-02;8.77E-02;8.77E-02;8.77E-38;8.77E-38;6.60E-03;6.60E-03
3.35E-01;3.99E-38;-3.99E-38;3.99E-38;-3.99E-38;0;0;6.50E-03;6.50E-03;7.40E-02;7.40E-02;7.40E-02;7.40E-02;1.73E-01;1.73E-01;1.73E-01;1.73E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.64E-02;-8.64E-02;8.64E-02;8.64E-02;8.64E-38;8.64E-38;6.50E-03;6.50E-03
3.36E-01;3.93E-38;-3.93E-38;3.93E-38;-3.93E-38;-2.33E-10;-2.33E-10;6.40E-03;6.40E-03;7.29E-02;7.29E-02;7.29E-02;7.29E-02;1.70E-01;1.70E-01;1.70E-01;1.70E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.50E-02;-8.50E-02;8.50E-02;8.50E-02;8.50E-38;8.50E-38;6.40E-03;6.40E-03
3.37E-01;3.87E-38;-3.87E-38;3.87E-38;-3.87E-38;5.82E-11;0;6.30E-03;6.30E-03;7.18E-02;7.18E-02;7.18E-02;7.18E-02;1.67E-01;1.67E-01;1.67E-01;1.67E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.37E-02;-8.37E-02;8.37E-02;8.37E-02;8.37E-38;8.37E-38;6.30E-03;6.30E-03
3.38E-01;3.80E-38;-3.80E-38;3.80E-38;-3.80E-38;0;0;6.20E-03;6.20E-03;7.06E-02;7.06E-02;7.06E-02;7.06E-02;1.65E-01;1.65E-01;1.65E-01;1.65E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.24E-02;-8.24E-02;8.24E-02;8.24E-02;8.24E-38;8.24E-38;6.20E-03;6.20E-03
3.39E-01;3.74E-38;-3.74E-38;3.74E-38;-3.74E-38;-5.82E-11;0;6.10E-03;6.10E-03;6.95E-02;6.95E-02;6.95E-02;6.95E-02;1.62E-01;1.62E-01;1.62E-01;1.62E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-8.11E-02;-8.11E-02;8.11E-02;8.11E-02;8.11E-38;8.11E-38;6.10E-03;6.10E-03
3.40E-01;3.68E-38;-3.68E-38;3.68E-38;-3.68E-38;5.82E-11;0;6.00E-03;6.00E-03;6.83E-02;6.83E-02;6.83E-02;6.83E-02;1.59E-01;1.59E-01;1.59E-01;1.59E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;5.65E-02;5.65E-02;5.65E-02;5.65E-02;-7.97E-02;-7.97E-02;7.97E-02;7.97E-02;7.97E-38;7.97E-38;6.00E-03;6.00E-03
